run_id,step,op,args,position,crop,money_before,money_after,tile_before,tile_after,shed_before_qty,shed_after_qty,outcome
,61,WEST,(),"(2, 0)",MELON,1157.0,1157.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,62,WATER,(),"(1, 0)",MELON,1157.0,1157.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,63,WEST,(),"(1, 0)",MELON,1157.0,1157.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,64,WATER,(),"(0, 0)",MELON,1157.0,997.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,65,SOUTH,(),"(0, 0)",MELON,997.0,997.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,66,WATER,(),"(0, 1)",MELON,997.0,997.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,WATERED
,67,EAST,(),"(0, 1)",MELON,997.0,997.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,OBSERVED
,68,WATER,(),"(1, 1)",MELON,997.0,997.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,WATERED
,69,WEST,(),"(1, 1)",MELON,997.0,997.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,OBSERVED
,70,SOUTH,(),"(0, 1)",MELON,997.0,997.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,OBSERVED
,71,WATER,(),"(0, 2)",MELON,997.0,997.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,NO_EFFECT
,72,WATER,(),"(4, 4)",MELON,997.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,73,NORTH,(),"(4, 4)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,74,WATER,(),"(4, 3)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,75,NORTH,(),"(4, 3)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,76,WATER,(),"(4, 2)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,77,NORTH,(),"(4, 2)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,78,WATER,(),"(4, 1)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,79,NORTH,(),"(4, 1)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,80,WATER,(),"(4, 0)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,81,WEST,(),"(4, 0)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,82,WATER,(),"(3, 0)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,83,WEST,(),"(3, 0)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,84,WATER,(),"(2, 0)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,85,WEST,(),"(2, 0)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,86,WATER,(),"(1, 0)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,87,WEST,(),"(1, 0)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,88,WATER,(),"(0, 0)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,89,SOUTH,(),"(0, 0)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,90,WATER,(),"(0, 1)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,WATERED
,91,EAST,(),"(0, 1)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,OBSERVED
,92,WATER,(),"(1, 1)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,WATERED
,93,WEST,(),"(1, 1)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,OBSERVED
,94,SOUTH,(),"(0, 1)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,OBSERVED
,95,WATER,(),"(0, 2)",MELON,996.0,996.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,NO_EFFECT
,96,WATER,(),"(4, 4)",MELON,996.0,995.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,97,NORTH,(),"(4, 4)",MELON,995.0,995.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,98,WATER,(),"(4, 3)",MELON,995.0,995.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,99,NORTH,(),"(4, 3)",MELON,995.0,995.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,100,WATER,(),"(4, 2)",MELON,995.0,995.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,101,NORTH,(),"(4, 2)",MELON,995.0,995.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,102,WATER,(),"(4, 1)",MELON,995.0,995.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,103,NORTH,(),"(4, 1)",MELON,995.0,995.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,104,WATER,(),"(4, 0)",MELON,995.0,995.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,105,WEST,(),"(4, 0)",MELON,995.0,995.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,106,WATER,(),"(3, 0)",MELON,995.0,995.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,107,WEST,(),"(3, 0)",MELON,995.0,995.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,108,WATER,(),"(2, 0)",MELON,995.0,995.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,109,WEST,(),"(2, 0)",MELON,995.0,995.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,110,WATER,(),"(1, 0)",MELON,995.0,995.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,111,WEST,(),"(1, 0)",MELON,995.0,995.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
